"y","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20"
"0",-0.700397217367469,-1.15178843912974,-0.0308016009617037,-0.672924933506647,-1.50553258302751,1.71122257577037,1.26767305548442,0.208182870580197,0.940186520735357,1.52688001685364,-1.12220448679448,0.406255420910529,0.805524114146056,-1.19147423829026,1.11424508511168,0.688502282724798,0.0777814842711298,-1.53631783035024,0.888505582023798,-0.63477947703245
"1",0.580592055629221,1.22425269828928,0.0831143776032203,-0.00674832552265651,-1.10577030483144,-1.54371102581728,0.515926034737757,1.00124442604863,1.07088929272942,-0.866724942569197,0.737690158452583,-0.576738334514597,1.48534599913003,1.57926025481706,-0.313031407748262,-1.45188387541374,0.231140804278261,0.777149418440339,0.750319700908947,-0.422559329718319
"0",0.832642867317044,1.11363973831734,-0.099221290241315,-0.0203234949696464,-1.50900286959837,-0.0987058232950913,0.182875870380506,-0.0455438819992557,1.57910099347635,0.60119388591322,-0.879544350520817,0.292479497514858,-1.30978715959002,0.775305420220391,1.46874711639921,-0.724009848345375,0.500657777183075,1.65440296396423,-1.40000496765767,-1.10668851213237
"1",-6.20176004689428,-1.10506801793603,2.03055184500851,2.65557417421774,1.48930517112341,-0.293569472574458,1.24237603617662,1.63500261349991,-1.59851806000247,-1.03005802396386,-0.627650427396346,1.18033466951394,-0.910360509711004,1.23075347883198,0.189946958050531,-0.284936807328854,0.898819675861473,1.15976314749842,-1.61935840021368,-0.818683899955643
"0",-0.62378867016974,0.467166379903477,-0.635011951270062,0.209725961902759,-0.414146947006123,-0.303815206968924,0.799387523888587,0.94231569669206,-0.536261496099641,1.70963803004733,1.23444711120542,-0.595438638470609,1.31948835601957,0.0677504205822491,-1.35332305518497,-0.393898723408821,-0.858568867782593,1.0746741263618,0.447505648848858,-0.149924421803899
"1",0.28533253336634,-1.44785443347625,-0.0340262994318508,0.0962905215969365,-0.323728070536061,0.242335998764796,1.29048433248166,-1.55876218640923,-0.723623800609748,-0.344814777167251,-0.0711844701842522,-0.339427069833754,-0.942192215297586,-1.07345290308629,-0.579687341569541,1.25388062907307,0.25026194086948,0.0148268887574984,-0.475830698814702,-0.48888551503488
"1",0.224058111904302,0.933832828547593,-0.469921410026741,1.28468072108806,0.164063592804902,-0.357694601885229,-1.31278392897348,-0.735706083819385,-0.119756183430544,0.229748842815928,-0.674985490189137,0.3259133742847,0.244778635788256,-1.34089026281286,0.283879240400566,0.414656819555562,-0.117137040776103,0.437363530937166,0.522364323452435,-0.0519130000081233
"0",-0.235096519436375,0.642000004240252,-0.315977109147618,0.315612283589281,1.69372216359119,-0.346465856740957,1.239999603931,0.962521597672194,-1.21861006545814,0.269362120512609,0.0431744091793332,-0.356049562239099,1.36964071059091,0.0870118427789783,1.03613226866331,0.365452684118849,0.135795272840408,0.819898020519853,1.41447762430174,0.388369912859744
"1",-1.44394711184655,-0.16593861389976,-2.36520288478445,0.974438433970267,-1.65684002269981,-0.613628953288916,1.35032375430986,-1.13040669801426,-0.954095123516794,-0.446368187457154,-1.05050421126451,0.781268923812914,-1.10575260663159,0.183064434548882,0.378652376213093,-1.1560019245703,-1.12880125736259,0.0545790677581758,-0.571178960543962,0.250929288206442
"0",-0.282464689219087,0.563244383019248,0.109683088911592,-0.0558175965481166,1.63115119921497,-0.81455113496319,-1.12546267255487,-1.16770133809156,-1.56142977967279,-0.0174121976330827,0.704734166408024,-0.201032227761988,0.631755855406967,0.984673029716754,-0.680240973918351,0.401633022612827,0.234782925533731,1.66531803627401,-0.523504712692053,-0.162870441932531
"1",1.8549386101898,-1.33261205197654,-2.47631477772316,-1.94945440389506,-0.877384965078289,1.14153259649701,-0.804608503258622,-1.02098244992984,-0.363803349304321,1.23641408626571,-0.378575945285679,1.5808485869018,-1.59930592741574,-1.50152626646144,-0.903706238688464,0.422684092138702,-1.95361164596753,-0.302409878676903,1.43281214484247,-1.34616032738851
"1",0.21288344537627,0.393597032446814,-0.540303959244699,0.119070318132372,1.09502543714217,0.425533147538405,-0.784067902001453,1.51458360195453,-0.244979741220918,0.983428868694603,0.714807935926509,0.0440236072440713,-0.698567718971833,0.0561799925685923,-1.20092345896969,-0.790782422634266,-0.390101021297703,-1.07786462898722,0.189347716515332,-0.109253819755953
"0",1.23735204007392,-1.10780077007259,-0.0261748596784525,-0.13263318951645,-1.56079185062846,-1.23284021446491,-0.51810885912102,-0.02860651907059,1.65538465511931,0.850927826459833,-0.25171522222337,-0.162876052013358,-1.56972630070297,0.187418093484844,-1.42323952063731,-1.04472433123238,-0.198304314469445,1.06509839641579,0.301685983282313,0.662305334211744
"1",-0.0374911663323504,-0.626075875102291,0.3612796717236,0.317863775107317,-1.00678384521241,1.28725798205739,-1.3184914538207,-1.5704298457839,1.46358772468366,-1.41270312473146,-1.50021048462475,0.328180077794518,-0.281579660292365,1.00885553777823,0.241526380558828,1.05036601336882,0.32934800241684,1.68873810777625,-0.308439725095898,0.167578199707021
"0",0.597664462824825,-0.42847575008211,-1.19379611443376,-0.0284023762990726,0.60540086331604,1.52444276190983,0.426581626817986,-1.5993235994064,-1.04432076518616,1.5587484333724,0.0268723309039288,-0.309456212315029,-0.873254994992636,-0.251721990177423,0.54932555241174,-1.72289426648152,-0.628074622614962,0.976185607516787,-0.194990316438398,0.943570922211922
"0",-1.00596226542842,-1.21138622610621,2.53009969931844,1.93536176980086,-1.23413658289161,-1.57842494704221,-1.18802925398375,-1.43539547852125,-0.691807260257928,-1.76096626956967,-0.0817265144540776,-1.15191435013133,1.44457088784144,-0.482355454033247,-1.17511772814344,-1.40375330423007,1.82099177017069,1.40198007265567,-0.927826599638436,-0.359011514018406
"1",-0.0885842249577388,1.69042462353658,0.285709564097147,-0.30341544319346,0.802830894400827,0.570019019416692,0.850573963332563,-0.991008841560909,0.162114615664932,1.26433440894609,0.824621436308436,-0.591220051382889,-0.747472120790215,0.566794016390704,-0.169233140485604,-0.765332102576588,0.295528305044614,1.22573104003517,-0.712522028662934,-0.447091742290844
"1",-0.375152339921037,1.01007031318083,-0.167290468817647,-0.283350680547419,0.477466094796802,0.602542441341238,-0.344620578460215,-0.496410082267201,1.34705846010355,-0.769229772870628,0.0468599379977664,0.261564180200375,-1.24513956088324,0.722291193474519,0.43276791736998,-1.32390554204577,-1.25751122101573,-1.1916309896141,1.60927565607913,-0.77807241215486
"1",0.842203415346581,0.58347508739719,-0.407320198421525,0.769287824473806,0.763571048462829,0.485432012034832,0.116276237917738,-1.559508957275,-1.40912597596008,-1.45942953941355,0.190410430592039,-1.73710163958311,0.149083335104392,0.571187257640356,1.01644514482561,-0.55577416625263,-0.719843070676905,-1.27057401051251,-1.12707490385229,-0.63412922031366
"0",0.163094097845818,-1.16726625946354,-0.337428364188153,-0.240439901027179,0.594992659901015,0.294078128614843,0.591667833735965,-1.68366952180131,-0.439699184026062,0.424777613211699,-0.947773594577819,0.451526527120539,-0.336504840488582,-1.12444280129097,-0.0140091575265991,-0.785950870901604,-1.58523709612851,-1.18853722437598,-1.16116743352396,-0.0210553629891901
"1",1.86226422491373,-0.430123051209706,-0.736940463782923,-0.714246424896509,1.65903156867367,1.14700612782609,1.34631404109272,1.22588365825,0.901571871019661,-0.846471877357004,-1.44193387453175,-1.69447502080122,1.50256105905051,0.542520635621808,-0.239808243852107,-1.70386314199874,-1.67876156693863,-0.529926458917717,-1.45279869376626,0.725025550451381
"1",-0.0224053665195059,0.196524821645484,-0.195751937923713,0.0717889962535889,-1.45677522126707,0.965350994461961,-0.775410257240408,-0.365857787478003,-0.674930044615819,-1.07910887976836,-1.07562229647977,-0.0576632307658939,1.60757377852051,1.04842703342094,0.429041414809434,1.10285434224858,0.0135240592638988,-0.353255320176583,0.63294797971003,-0.396726403708215
"1",0.383483354370886,-0.987574710591229,0.128400360466568,0.0523202166564415,-0.889876026840494,1.08984981839475,-0.538692312123997,-0.246207495580469,-0.314424890110567,-0.172089081941338,0.771950531151409,-0.412339366066286,0.195971214324376,0.369785816622471,1.50347120193932,1.29223784497237,-0.00839370614848411,0.0420785114262057,-1.44188617622207,-0.125155552242723
